S3 Image Path,Expected Species (Folder Name),AI Generated Caption,Top Candidate (Elasticsearch Result),Top Candidate Score,Expected Species In Top 5 Candidates,All Top 5 Candidates
fish-image/Titan-triggerfish/titan-triggerfish-001.png,Titan triggerfish,## Image Description The image depicts a vibrant underwater scene featuring a large fish swimming ab...,Pennant coralfish,0.7529,FALSE,R1: Pennant coralfish (0.7529); R2: Yellow boxfish (0.7372); R3: Spot-fin porcupinefish (0.7327); R4: Coral hind (0.7313); R5: Latticed butterflyfish (0.7290)
fish-image/Tomato-clownfish/tomato-clownfish-001.png,Tomato clownfish,### Image Description  The image depicts an orange fish swimming near coral reefs.   *   **Fish Char...,Ocellaris clownfish,0.8082,TRUE,R1: Ocellaris clownfish (0.8082); R2: Clark's anemonefish (0.7929); R3: Pink skunk clownfish (0.7802); R4: Tomato clownfish (0.7711); R5: Pennant coralfish (0.7682)
fish-image/Trumpetfish/trumpetfish-001.png,Trumpetfish,## Image Description  The image depicts an underwater scene featuring a pipefish swimming above some...,Ornate ghost pipefish,0.7593,TRUE,R1: Ornate ghost pipefish (0.7593); R2: Trumpetfish (0.7198); R3: Clearfin lionfish (0.7108); R4: False stonefish (0.7080); R5: Humpnose unicornfish (0.7063)
fish-image/Whale-shark/whale-shark-001.png,Whale shark,## Image Description  The image captures a whale shark swimming near the surface of the water with i...,Whale shark,0.8114,TRUE,R1: Whale shark (0.8114); R2: Leopard shark (0.7159); R3: Coral catshark (0.7138); R4: Zebra shark (0.7133); R5: Whitetip reef shark (0.7106)
fish-image/White-spotted-boxfish/white-spotted-boxfish-001.png,White spotted boxfish,## Image Description The image depicts a vibrant fish swimming near coral reefs.  ### Key Features o...,Blue triggerfish,0.7440,FALSE,R1: Blue triggerfish (0.7440); R2: Titan triggerfish (0.7322); R3: Redtoothed triggerfish (0.7309); R4: Clown triggerfish (0.7287); R5: Pennant coralfish (0.7285)
fish-image/White-spotted-puffer/white-spotted-puffer-001.png,White spotted puffer,### Image Description  The image depicts a pufferfish swimming in an aquarium.  *   **Main Subject:*...,White-spotted puffer,0.7749,TRUE,R1: White-spotted puffer (0.7749); R2: Latticed butterflyfish (0.7289); R3: Painted frogfish (0.7228); R4: White-spotted boxfish (0.7101); R5: Blackspotted puffer (0.7083)
fish-image/Whitetip-reef-shark/whitetip-reef-shark-001.png,Whitetip reef shark,### Image Description  The image depicts a shark swimming underwater near some rocks.  *   **Shark:*...,Whitetip reef shark,0.7737,TRUE,R1: Whitetip reef shark (0.7737); R2: Blacktip reef shark (0.7689); R3: Whale shark (0.7462); R4: Coral catshark (0.7402); R5: Zebra shark (0.7389)
fish-image/Yellow-boxfish/yellow-boxfish-001.png,Yellow boxfish,"### Image Description The image features a vibrant yellow fish with black spots, prominently display...",Yellow boxfish,0.8437,TRUE,R1: Yellow boxfish (0.8437); R2: Spot-fin porcupinefish (0.7959); R3: White-spotted boxfish (0.7826); R4: Eightband butterflyfish (0.7770); R5: Indian vagabond butterflyfish (0.7744)
fish-image/Yellow-longnose-butterflyfish/yellow-longnose-butterflyfish-001.png,Yellow longnose butterflyfish,## Image Description  The image depicts a yellow fish swimming in an aquarium.   ### Key Features:  ...,Yellow boxfish,0.7765,FALSE,R1: Yellow boxfish (0.7765); R2: Painted frogfish (0.7490); R3: Blue ring angelfish (0.7428); R4: Latticed butterflyfish (0.7396); R5: Eightband butterflyfish (0.7309)
fish-image/Yellowback-fusilier/yellowback-fusilier-001.png,Yellowback fusilier,## Image Description The image depicts a fish swimming in the water.  ### Key Features of the Fish *...,Yellowback fusilier,0.7952,TRUE,R1: Yellowback fusilier (0.7952); R2: Redtail butterflyfish (0.7910); R3: Yellow longnose Butterflyfish (0.7874); R4: Yellow boxfish (0.7852); R5: Indian vagabond butterflyfish (0.7787)
fish-image/Yellowmargin-triggerfish/yellowmargin-triggerfish-001.png,Yellowmargin triggerfish,## Image Description The image depicts a vibrant underwater scene featuring a fish swimming near a c...,Blue triggerfish,0.7201,FALSE,R1: Blue triggerfish (0.7201); R2: Pennant coralfish (0.7199); R3: Redtoothed triggerfish (0.7188); R4: Orange-lined triggerfish (0.7157); R5: Coral hind (0.7110)
fish-image/Yellowspotted-trevally/yellowspotted-trevally-001.png,Yellowspotted trevally,"### Image Description  The image depicts a school of fish swimming underwater, with one prominent in...",Bluefin trevally,0.7198,FALSE,R1: Bluefin trevally (0.7198); R2: Pennant coralfish (0.7178); R3: Coral hind (0.7144); R4: Schooling bannerfish (0.7115); R5: Blue triggerfish (0.7103)
fish-image/Yellowtail-barracuda/yellowtail-barracuda-001.png,Yellowtail barracuda,"### Image Description   The image captures a school of **needlefish**, likely *Tylosurus acus*, swim...",Pennant coralfish,0.7126,FALSE,R1: Pennant coralfish (0.7126); R2: Schooling bannerfish (0.7063); R3: Coral catshark (0.7044); R4: Trumpetfish (0.7007); R5: Royal angelfish (0.6948)
fish-image/Zebra-shark/zebra-shark-001.png,Zebra shark,### Image Description The image depicts a shark swimming underwater.   *   **Shark Characteristics:*...,Leopard shark,0.8007,TRUE,R1: Leopard shark (0.8007); R2: Zebra shark (0.7762); R3: Coral catshark (0.7416); R4: Whale shark (0.7396); R5: Brownbanded bamboo shark (0.7293)
fish-image/Zebra-turkeyfish/zebra-turkeyfish-001.png,Zebra turkeyfish,### Description of the Image  The image presents a close-up view of a lionfish against a black backg...,Clearfin lionfish,0.8489,FALSE,R1: Clearfin lionfish (0.8489); R2: Red lionfish (0.8433); R3: Painted frogfish (0.7751); R4: Spot-fin porcupinefish (0.7742); R5: Commerson's frogfish (0.7604)
